playerFullName,PitchType,playerId,Vel,IndVertBrk,HorzBrk,Spin,Extension,RelH (ft),RelS (ft),norm_HorzBrk,norm_RelS,Vel_primary,IndVertBrk_primary,norm_HorzBrk_primary,vel_diff,ivb_diff,hb_diff,predicted_xPitchRV/P,group_mean,group_std,CLASS+,Count
"Calhoun, Hudson",4S,1000211056.0,92.07032869565218,17.556167826086956,6.320637173913043,2402.785569,6.109983913043478,6.053235652173913,2.6031941304347823,6.320637173913043,2.6031941304347823,92.07032869565218,17.556167826086956,6.320637173913043,-6.807658301811592e-15,1.0522983450794961e-15,7.626749473511945e-16,0.0007166597133520588,0.0028173875412249,0.0073362157238225,97.13649665310231,46.0
"Calhoun, Hudson",CH,1000211056.0,84.837295,7.4155549999999995,15.89241,1792.539913,6.133005,6.05518,2.54779,15.89241,2.54779,92.07032869565218,17.556167826086956,6.320637173913043,-7.233033695652182,-10.140612826086956,9.571772826086958,0.00633002186729565,0.0057302139408229,0.0094398261837037,100.6354014521032,2.0
"Calhoun, Hudson",FC,1000211056.0,83.96478884615385,1.2632034615384613,-7.1228007692307695,2262.363226846154,5.198071153846153,6.091882307692307,2.6214523076923077,-7.1228007692307695,2.6214523076923077,92.07032869565218,17.556167826086956,6.320637173913043,-8.105539849498333,-16.292964364548496,-13.443437943143813,0.006760021688693905,0.011293074699198,0.0075858975963126,94.02436830585799,27.0
"Calhoun, Hudson",SL,1000211056.0,79.43406157894738,-6.812228421052632,-13.378702105263157,2205.1942736842107,4.923974210526316,6.0813652631578945,2.6768647368421052,-13.378702105263157,2.6768647368421052,92.07032869565218,17.556167826086956,6.320637173913043,-12.63626711670481,-24.36839624713959,-19.6993392791762,0.005615943673262579,0.007413182025219,0.0078737585740861,97.71743274187834,19.0
"Canney, Alex",4S,1000102891.0,88.42202392857143,13.509704642857143,4.214518928571429,2335.648831857143,6.476736428571429,5.625852857142857,2.5904464285714286,4.214518928571429,2.5904464285714286,88.42202392857143,13.509704642857145,4.214518928571429,-5.582835780972216e-15,2.854859206178974e-16,-3.172065784643304e-17,0.003897250988556393,0.0028173875412249,0.0073362157238225,101.47196250489863,28.0
"Canney, Alex",CH,1000102891.0,80.61220666666667,-0.7167999999999998,-1.8952900000000001,1307.0910933333334,6.154979999999999,5.696613333333333,2.5520866666666664,-1.8952900000000001,2.5520866666666664,88.42202392857143,13.509704642857145,4.214518928571429,-7.809817261904764,-14.226504642857144,-6.109808928571429,-0.0007332951568315666,0.0057302139408229,0.0094398261837037,93.15293632332691,3.0
"Canney, Alex",FC,1000102891.0,80.00282999999999,4.815528,-16.389617333333334,2492.0191188000003,5.779204666666667,5.651628,2.682382666666667,-16.389617333333334,2.682382666666667,88.42202392857143,13.509704642857145,4.214518928571429,-8.419193928571433,-8.694176642857144,-20.604136261904763,0.010132435200815514,0.011293074699198,0.0075858975963126,98.47000373568622,15.0
"Canney, Alex",SI,1000102891.0,87.52070818181818,10.653699090909091,14.548532727272727,2216.707561090909,6.504559090909091,5.60578,2.5789645454545456,14.548532727272727,2.5789645454545456,88.42202392857143,13.509704642857145,4.214518928571429,-0.9013157467532551,-2.856005551948052,10.3340137987013,-0.0082968574221732,-0.0002688599585534,0.0072788232536206,88.97074817742481,11.0
"Canney, Alex",SL,1000102891.0,77.41525944444444,-3.264478888888889,-19.667548888888888,2528.7147024444444,5.644304999999999,5.627762777777778,2.6791155555555557,-19.667548888888888,2.6791155555555557,88.42202392857143,13.509704642857145,4.214518928571429,-11.006764484126991,-16.774183531746033,-23.882067817460317,0.0063726219038417005,0.007413182025219001,0.0078737585740861,98.67844548243843,18.0
"Dennis, Gunnar",4S,10157164.0,88.93643545454546,14.724424545454546,-6.534552727272726,2296.584578818182,6.32614909090909,5.73538,-1.951141818181818,6.534552727272726,1.951141818181818,88.469205,9.06398892857143,12.28367892857143,0.46723045454545153,5.660435616883117,-5.7491262012987026,0.0028911679580339643,0.0028173875412249,0.0073362157238225,100.10057012986876,11.0
"Dennis, Gunnar",CH,10157164.0,80.56064599999999,10.994285,-8.842891,1467.3831965,6.223903,5.695418999999999,-1.9462160000000002,8.842891,1.9462160000000002,88.469205,9.06398892857143,12.28367892857143,-7.908559000000002,1.9302960714285704,-3.4407879285714293,0.0017267835781735155,0.0057302139408229,0.0094398261837037,95.75899991722235,10.0
"Dennis, Gunnar",CU,10157164.0,73.71805400000001,-7.4408780000000005,16.318217,2132.8852511,5.7865340000000005,5.782795,-1.796686,-16.318217,1.796686,88.469205,9.06398892857143,12.28367892857143,-14.751151000000002,-16.50486692857143,-28.60189592857143,-0.00118330072500743,0.0038883046970989003,0.0075667092185874,93.29747546047084,10.0
"Dennis, Gunnar",FC,10157164.0,82.50280966666666,4.776887333333334,-0.16279000000000002,2246.295428966667,5.918902666666667,5.746780666666667,-2.0305663333333333,0.16279000000000002,2.0305663333333333,88.469205,9.06398892857143,12.28367892857143,-5.966395333333336,-4.287101595238097,-12.120888928571429,0.005032663642344087,0.011293074699198,0.0075858975963126,91.74730349656048,30.0
"Dennis, Gunnar",SI,10157164.0,88.469205,9.06398892857143,-12.28367892857143,2253.8644498214285,6.363950357142857,5.714155714285715,-1.9746821428571428,12.28367892857143,1.9746821428571428,88.469205,9.06398892857143,12.28367892857143,-2.0202093965947047e-15,-9.833403932394244e-16,-9.833403932394244e-16,-0.01141147321029835,-0.0002688599585534,0.0072788232536206,84.69173812373806,28.0
