Date,playerId,playerFullName,PitchType,Vel,IndVertBrk,HorzBrk,Spin,Extension,RelH (ft),RelS (ft),norm_HorzBrk,norm_RelS,primary_fastball,Vel_primary,IndVertBrk_primary,norm_HorzBrk_primary,vel_diff,ivb_diff,hb_diff,predicted_xPitchRV/P,group_mean,group_std,CLASS+
2025-01-08,1000110608,"Morris, Mason",FC,89.16715,5.54768,-2.81689,2665.981948,6.00817,6.1685,1.21367,-2.81689,1.21367,4S,93.5292361111111,16.792618055555558,5.359584444444445,-4.362086111111097,-11.244938055555558,-8.176474444444445,0.014841260188314246,0.01129307469919809,0.007585897596312635,104.67734430114224
2025-01-08,1000110608,"Morris, Mason",4S,94.60136,17.8841,6.7265,2177.229486,6.44053,6.36587,1.16431,6.7265,1.16431,4S,93.5292361111111,16.792618055555558,5.359584444444445,1.0721238888888962,1.0914819444444426,1.366915555555555,0.009109443680227177,0.0028173875412249826,0.007336215723822519,108.57670545124556
2025-01-08,1000110608,"Morris, Mason",4S,95.15952,17.51426,6.17788,2296.191531,6.20697,6.32,0.92041,6.17788,0.92041,4S,93.5292361111111,16.792618055555558,5.359584444444445,1.630283888888897,0.7216419444444426,0.8182955555555553,0.005761045849592808,0.0028173875412249826,0.007336215723822519,104.0125023843138
2025-01-08,1000110608,"Morris, Mason",FC,90.1686,5.34276,-1.63185,2607.559914,6.02577,6.25378,1.25547,-1.63185,1.25547,4S,93.5292361111111,16.792618055555558,5.359584444444445,-3.3606361111111056,-11.449858055555557,-6.991434444444445,0.01557165581044278,0.01129307469919809,0.007585897596312635,105.64017778637617
2025-01-08,1000110608,"Morris, Mason",SL,85.27716,-5.03705,-4.46449,2579.62285,5.66997,6.35243,1.19687,-4.46449,1.19687,4S,93.5292361111111,16.792618055555558,5.359584444444445,-8.252076111111109,-21.82966805555556,-9.824074444444445,0.007094050344257558,0.0074131820252190065,0.007873758574086115,99.59468952729671
2025-01-08,1000110608,"Morris, Mason",FC,90.84536,7.67264,-3.11799,2673.168835,5.9464,6.37876,1.1189,-3.11799,1.1189,4S,93.5292361111111,16.792618055555558,5.359584444444445,-2.683876111111104,-9.119978055555556,-8.477574444444445,0.016368907129238077,0.01129307469919809,0.007585897596312635,106.69114282864464
2025-01-08,1000110608,"Morris, Mason",4S,95.00253,15.68757,6.27721,2426.361009,6.3094,6.40076,0.99452,6.27721,0.99452,4S,93.5292361111111,16.792618055555558,5.359584444444445,1.4732938888888896,-1.1050480555555584,0.9176255555555555,0.0010539313965337595,0.0028173875412249826,0.007336215723822519,97.59623188428765
2025-01-08,1000110608,"Morris, Mason",SL,85.83936,-6.91941,-1.77008,2701.554096,5.7269,6.40838,1.23103,-1.77008,1.23103,4S,93.5292361111111,16.792618055555558,5.359584444444445,-7.689876111111104,-23.712028055555557,-7.129664444444445,0.013946577896482145,0.0074131820252190065,0.007873758574086115,108.29768376790935
2025-01-08,1000110608,"Morris, Mason",4S,93.13604,17.43993,5.39886,2348.545419,6.49083,6.41869,0.93505,5.39886,0.93505,4S,93.5292361111111,16.792618055555558,5.359584444444445,-0.3931961111111093,0.6473119444444428,0.039275555555555286,0.0012532743624049552,0.0028173875412249826,0.007336215723822519,97.86795639918144
2025-01-08,1000110608,"Morris, Mason",4S,93.61274,20.79619,2.43453,2369.235176,6.45055,6.46772,0.98954,2.43453,0.98954,4S,93.5292361111111,16.792618055555558,5.359584444444445,0.08350388888889881,4.003571944444442,-2.9250544444444446,0.01032618200769604,0.0028173875412249826,0.007336215723822519,110.23524218636065
