PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Test,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,ErrorCheck,SECCheck,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,DitchPitchNumber
98,2024-09-29,13:50:11,3,2,"Dennis, Gunnar",10157164,Left,OLE_REB,"Smithwick, Campbell",805802,Left,OLE_REB,Undefined,3,Bottom,1,1,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,0,79.04771,-0.108357,1.973464,1248.437757,150.215355,11:00:00,5.99628,-1.1631,5.91163,-34.2686,10.35359,-5.13028,3.03993,0.2418,72.54971,-6.472982,1.052558,0.48078,,,,,,,,,,,,3.16099,5.76985,1.00759,50,5.96809,-3.76259,-114.79178,-1.24831,4.22366,20.97129,-24.46448,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20240929-OleMiss-Private-2,a6c97e90-7e93-11ef-a769-275f5e1cf003,78.39844,,,6.498,,,,,,,caca66d2-c5b2-4d39-9c4d-3a26f0b66395,2024-09-29 0:00:00,18:50:11,2024-09-29T13:50:10.5410814-05:00,2024-09-29T18:50:10.5410814Z,,v3,5322,,,"Fawley, Austin",1000140327,Right,OLE_PRA,fc6a4e3e-eb39-42c0-aca2-6200ce08468b,54.58749,-115.62683,10.48565,5.99841,-0.27417,-12.23224,1.16076,-3.93076,2.11183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
87,2024-10-05,12:44:24,2,6,"McCausland, Will",823790,Right,OLE_REB,"Rippen, Nash",1000353531,Left,ALA_LIO,Undefined,3,Top,1,3,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,0,91.76625,-1.096417,-1.899695,2344.565285,207.170676,1:00:00,5.26829,0.96141,6.19021,-14.58497,18.40721,8.88028,3.03987,-0.05321,83.30202,-3.916463,-0.297982,0.413406,,,,,,,,,,,,-5.14,10.16579,-0.82244,50,5.17805,4.0413,-133.21801,-2.93322,-9.17862,30.3068,-14.02078,OLE_REB,ALA_LIO,OleMiss,TeamExclusive,Team,20241005-OleMiss-Private-4,74b9c7e0-8341-11ef-a9ef-f3d1a67e29af,91.17535,,,8.46423,,,,,,,af45c168-1609-45dd-8b48-f2d566c7b7ee,2024-10-05 0:00:00,17:44:24,2024-10-05T12:44:24.1832114-05:00,2024-10-05T17:44:24.1832114Z,,v3,5322,471594,,"Smithwick, Campbell",805802,Right,OLE_REB,b4427b27-e148-4088-9444-847f3cffdd88,54.30862,-134.19463,15.1534,5.26529,-2.48141,-7.01039,-0.95743,4.33708,-4.58931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
191,2024-10-11,16:25:20,2,9,"Calhoun, Hudson",1000211056,Right,OLE_REB,"Chisolm, Connor",10027054,Left,OLE_REB,Undefined,6,Bottom,0,3,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,0,86.08579,-0.653287,-2.850896,1661.701243,222.667119,1:30:00,5.68433,1.70684,6.25413,-24.53946,12.81516,10.68111,3.03615,-0.03429,78.43717,-5.285934,-0.923218,0.43989,,,,,,,,,,,,-6.34095,7.20741,-1.4999,50,5.62369,5.80026,-124.94155,-2.14472,-9.98374,26.09852,-20.82605,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241011-OleMiss-Private-1,5144e670-8817-11ef-9eb8-c7d0411636b0,85.68613,,,7.64862,,,,,,,0c1b26bf-763f-48ee-93f9-c54061d6fad6,2024-10-11 0:00:00,21:25:20,2024-10-11T16:25:20.0801062-05:00,2024-10-11T21:25:20.0801062Z,,v3,5322,,,"Smithwick, Campbell",805802,Right,OLE_PRA,48dcfc26-a2ba-447c-b368-d15ce1b54a71,54.24472,-125.82508,13.04926,5.68436,-1.43968,-10.41302,-1.70198,6.13824,-4.99187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
215,2024-09-29,14:56:59,1,1,"Lopez, Kaiden",10106537,Right,OLE_REB,"Chisolm, Connor",10027054,Left,OLE_REB,Undefined,8,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,0,91.06034,-1.449298,-4.722765,2234.910888,210.648668,1:00:00,5.62864,2.66381,5.61804,-14.83883,19.77607,10.9839,3.03456,-0.83859,82.13732,-4.302319,-2.772161,0.423451,,,,,,,,,,,,-6.96843,10.78127,-2.26683,50,5.49517,10.3663,-131.59601,-3.76076,-12.09392,30.60924,-13.46287,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20240929-OleMiss-Private-2,fc0a0dd0-7e9c-11ef-a769-275f5e1cf003,89.01257,,,8.92302,,,,,,,caca66d2-c5b2-4d39-9c4d-3a26f0b66395,2024-09-29 0:00:00,19:56:59,2024-09-29T14:56:59.1366398-05:00,2024-09-29T19:56:59.1366398Z,,v3,5322,,,"Fawley, Austin",1000140327,Right,OLE_PRA,287dbdb4-419e-4d78-8cf1-d6dbe94f9ab7,54.87899,-132.72601,15.30462,5.62484,-3.26375,-6.73143,-2.65777,10.81277,-6.04696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
43,2024-09-28,18:51:12,2,5,"Canney, Alex",1000102891,Right,OLE_REB,"Federico, Hayden",10095498,Left,OLE_REB,Undefined,2,Top,1,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,0,88.36239,0.346151,-1.058237,2414.025576,211.845108,1:00:00,5.52598,1.52401,6.507,-19.82824,14.8258,8.588,4.19138,1.26834,81.27862,-3.427312,0.500827,0.42369,,,,,,,,,,,,-4.76114,7.99264,-1.45348,50,5.54121,2.0449,-128.5732,0.23492,-8.0289,24.80898,-18.69572,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20240928-OleMiss-Private-1,8a094410-7df4-11ef-a769-275f5e1cf003,88.96228,,,7.08377,,,,,,,d559d892-e72d-449f-9889-a45788ef5a20,2024-09-28 0:00:00,23:51:12,2024-09-28T18:51:11.7190612-05:00,2024-09-28T23:51:11.7190612Z,,v3,5322,,,"Fawley, Austin",1000140327,Right,OLE_REB,b5e4d278-ee70-410c-9baa-dd95901ff506,53.99344,-129.34147,12.40449,5.52497,0.81387,-9.34786,-1.52066,2.29353,-4.01445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
173,2024-10-11,16:15:03,2,1,"Tookoian, Sam",702494,Right,OLE_REB,"Sanford, Mitchell",689407,Left,OLE_REB,Undefined,6,Top,1,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,0,93.97261,-2.143261,-1.898599,2200.151168,182.684538,12:00:00,6.22992,2.27507,6.08455,-14.5778,16.73076,0.73969,3.03026,0.57958,86.25587,-4.919615,-1.765471,0.40272,,,,,,,,,,,,-0.8878,9.50304,-2.12882,50,6.05645,4.49224,-136.47401,-5.53807,-1.68124,28.88061,-14.17789,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241011-OleMiss-Private-1,e17a3cb0-8815-11ef-9eb8-c7d0411636b0,93.5947,,,7.71675,,,,,,,0c1b26bf-763f-48ee-93f9-c54061d6fad6,2024-10-11 0:00:00,21:15:03,2024-10-11T16:15:03.0287654-05:00,2024-10-11T21:15:03.0287654Z,,v3,5322,,,"Reuter, Collin",801469,Right,OLE_REB,404c1755-74c8-45a1-9f0a-31048b3fefeb,54.41594,-137.40533,14.44031,6.22767,-5.08087,-7.08894,-2.27455,4.54645,-0.84062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
427,2024-10-05,15:54:46,3,4,"Hooks, Walker",1000072347,Left,OLE_REB,"West, Ryan",10008573,Right,ALA_LIO,Undefined,11,Top,1,2,1,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,0,91.52705,-2.029758,2.742767,2151.16563,137.534476,10:30:00,6.41343,-1.67417,6.30143,-18.12599,15.10056,-12.75079,3.02986,-0.20771,82.84932,-5.496143,0.438904,0.414872,76.05739,7.913229,174.327301,1219.462158,,,,66.32118,49.29478,170.073297,0.608355,7.28241,8.76123,1.47719,50,6.2551,-5.78182,-132.64348,-5.21148,12.85442,30.82143,-16.7093,OLE_REB,ALA_LIO,OleMiss,TeamExclusive,Team,20241005-OleMiss-Private-4,0e06c7d0-835c-11ef-9efa-c55a3b7df09d,90.85316,4.31013,,8.67773,,,,-0.14941,2.49405,0.59135,af45c168-1609-45dd-8b48-f2d566c7b7ee,2024-10-05 0:00:00,20:54:46,2024-10-05T15:54:46.2890000-05:00,2024-10-05T20:54:46.2890000Z,GroundBall,v3,5322,471594,,"Reuter, Collin",801469,Right,OLE_REB,48d7abd4-abd6-4517-a92a-536a9a6a8159,54.19276,-133.61417,15.41072,6.41094,-4.68524,-8.35465,1.66566,-6.18666,6.42721,37.275105,-0.113,-110.73991,5.72325,,,,,,,2.50647,15.08941,-31.60975,,,,,,,0.57739,11.22362,10.92017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,
174,2024-09-28,19:59:47,6,6,"Robertson, Jon Paul",10071271,Right,OLE_REB,"Federico, Hayden",10095498,Left,OLE_REB,Undefined,6,Top,2,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,0,90.94187,-1.043605,-1.812901,2295.042003,190.11192,12:15:00,5.79659,2.38893,6.32812,-11.38367,21.98202,3.72394,3.88632,1.02921,82.6421,-3.292861,-1.139656,0.415739,,,,,,,,,,,,-2.45043,12.0278,-2.25821,50,5.71447,4.02445,-132.05938,-2.63445,-4.30724,29.34291,-11.03225,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20240928-OleMiss-Private-1,1f1accf0-7dfe-11ef-a769-275f5e1cf003,90.6636,,,8.29977,,,,,,,d559d892-e72d-449f-9889-a45788ef5a20,2024-09-29 0:00:00,0:59:47,2024-09-28T19:59:47.3119700-05:00,2024-09-29T00:59:47.3119700Z,,v3,5322,,,"Reuter, Collin",801469,Right,OLE_REB,8c028548-6e70-4129-b827-674bedb37032,54.1698,-132.98267,14.67146,5.7919,-2.28731,-5.51613,-2.38697,4.15998,-2.15362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
35,2024-10-07,16:50:05,4,3,"Galle, Patrick",1000090130,Right,OLE_REB,"Humphrey, Isaac",804253,Left,OLE_REB,Undefined,1,Bottom,2,1,1,Cutter,Slider,InPlay,Undefined,FlyBall,Out,1,0,0,86.70387,-0.254285,-0.727893,2393.961637,167.63355,11:30:00,5.64935,1.34062,6.04666,-28.64958,8.27162,-1.55953,3.02646,0.53676,79.35243,-5.597344,-1.008756,0.43733,89.15195,43.632513,-21.570949,5092.662449,95.10141,93.03371,-55.27853,267.58881,144.69543,-40.738578,5.487903,0.60236,4.67457,-1.28311,50,5.61409,1.66267,-126.00807,-1.47926,0.9672,25.91581,-24.66801,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241007-OleMiss-Private-1,1d051bb0-84f6-11ef-879b-db44870e558b,86.18765,107.94522,,7.35144,,,,0.9006,3.05108,-0.54196,c8ac4622-671b-4d86-a192-1e1c0708e689,2024-10-07 0:00:00,21:50:05,2024-10-07T16:50:04.8920000-05:00,2024-10-07T21:50:04.8920000Z,FlyBall,v3,5322,,,"Reuter, Collin",801469,Right,OLE_PRA,756aced1-3727-4dd2-aa10-d3e58aec0c91,54.45244,-126.92048,12.95791,5.65088,-0.61077,-12.334,-1.34105,1.62862,0.4836,145.493252,0.93856,87.31492,-22.08058,2.78386,1.31134,-0.82218,0.18861,-0.01979,0.00078,3.05719,90.08523,-22.29286,0.6442,0.91522,-0.52477,0.13944,-0.018,0.0009,-0.54049,-34.79452,-3.03174,2.72375,-1.23437,0.4265,-0.09844,0.01247,-0.00064,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,
170,2024-10-05,13:29:33,1,2,"Canney, Alex",1000102891,Right,OLE_REB,"Moore, Brady",1000051516,Right,ALA_LIO,Undefined,5,Top,0,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,0,89.75613,-0.989221,-2.601113,2317.089799,202.827315,12:45:00,5.39881,1.21977,6.37098,-17.54288,16.72981,6.55941,3.02564,-0.62867,81.5384,-4.357701,-1.414923,0.421352,,,,,,,,,,,,-4.16662,9.33772,-1.03457,50,5.31889,5.65078,-130.27031,-2.71906,-7.11627,28.92694,-16.22586,OLE_REB,ALA_LIO,OleMiss,TeamExclusive,Team,20241005-OleMiss-Private-4,c35578d0-8347-11ef-a9ef-f3d1a67e29af,89.45584,,,8.21773,,,,,,,af45c168-1609-45dd-8b48-f2d566c7b7ee,2024-10-05 0:00:00,18:29:33,2024-10-05T13:29:33.0400946-05:00,2024-10-05T18:29:33.0400946Z,,v3,5322,471594,,"Smithwick, Campbell",805802,Right,OLE_REB,f2381725-ef65-4849-b1ca-401ed9156a5c,54.12734,-131.1836,14.46347,5.39665,-2.20677,-8.11293,-1.21652,5.87546,-3.55813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
50,2024-10-12,14:28:48,5,2,"Morris, Mason",1000110608,Right,OLE_REB,"Miller, Jackson",1000107070,Right,OLE_REB,Undefined,2,Top,2,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,0,85.65733,0.659212,-1.58763,2611.332079,359.024385,6:00:00,6.22028,1.36489,5.44706,-45.77093,-7.11811,0.14122,3.02351,-0.11018,78.7643,-7.65866,-1.562464,0.447468,,,,,,,,,,,,-0.50925,-3.41902,-1.22471,50,6.24675,3.44209,-124.40638,-0.29247,-0.79867,24.78591,-37.53629,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241012-OleMiss-Private-2,34b83fc0-88d0-11ef-b396-cff24b165299,84.23496,,,6.89303,,,,,,,d8227ef7-9cdf-4983-8308-957416eb4637,2024-10-12 0:00:00,19:28:48,2024-10-12T14:28:48.4890000-05:00,2024-10-12T19:28:48.4890000Z,,v3,5322,,,"Reuter, Collin",801469,Right,OLE_REB,a3b824e4-2d53-4d11-bc2a-65b13e4df8c4,55.05545,-125.40955,12.39295,6.22784,1.22675,-18.76814,-1.36468,3.47441,-0.39934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.35619,2.02752,0.718438,1.309082,-0.60361,2.74571,0.16527,-0.35347,6.37593,1.68379,127.29259,7.64807,2.76884,-0.04654,108.19554,-8.26378,6.42871,16.49954,-11.87489,1.59009,-1.64364,1.91971,High,High,High,,,High,High,High,
25,2024-10-12,14:16:04,7,1,"Spencer, Connor",10009286,Right,OLE_REB,"Federico, Hayden",10095498,Left,OLE_REB,Undefined,1,Bottom,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,0,95.53382,-1.382391,-1.043395,2293.081945,184.800562,12:15:00,6.09351,1.79607,5.7533,-11.23048,20.12324,1.59091,3.87027,0.95721,85.57011,-3.594898,-0.758702,0.40301,,,,,,,,,,,,-1.14839,10.98178,-1.71041,50,5.972,2.44391,-138.39732,-3.61271,-2.18483,36.38236,-11.28093,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241012-OleMiss-Private-2,6cf4ae70-88ce-11ef-b396-cff24b165299,93.52732,,,9.96372,,,,,,,d8227ef7-9cdf-4983-8308-957416eb4637,2024-10-12 0:00:00,19:16:04,2024-10-12T14:16:03.9510000-05:00,2024-10-12T19:16:03.9510000Z,,v3,5322,,,"Fawley, Austin",1000140327,Right,OLE_PRA,befc806c-2191-4292-9c11-0d9536b7aa83,54.74156,-139.63824,18.19118,6.08866,-3.22795,-5.64046,-1.79504,2.51843,-1.09241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.08437,1.575697,0.7808,0.794897,-1.76441,3.66563,-0.91556,-0.95993,5.68437,-3.27124,64.09668,0.87694,-60.6832,-0.94266,86.50993,-5.90676,5.69792,3.80019,-12.41692,-3.33854,-82.26184,12.7632,High,High,High,,,High,High,High,
148,2024-10-04,15:42:35,3,2,"McCaughey, Stone",1000096949,Right,OLE_REB,"Paino, Owen",1000091610,Left,OLE_REB,Undefined,5,Bottom,1,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,0,92.37689,-0.90631,-1.001874,2419.626746,235.38593,1:45:00,5.69504,1.62115,5.78889,-21.94985,10.72111,14.12186,3.02254,1.86582,84.91272,-4.994121,1.528818,0.411389,,,,,,,,,,,,-7.43682,6.01075,-1.547,50,5.60718,1.71773,-134.25207,-2.8871,-13.64719,27.57259,-21.14382,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241004-OleMiss-Private-3,2f107050-8291-11ef-a769-275f5e1cf003,91.62247,,,7.46417,,,,,,,ffaa2003-b49c-4626-a0b7-548634c24fab,2024-10-04 0:00:00,20:42:35,2024-10-04T15:42:34.6492102-05:00,2024-10-04T20:42:34.6492102Z,,v3,5322,,,"Reuter, Collin",801469,Right,OLE_PRA,348cc8a0-36ff-4750-89bf-f6aa5d8b6f38,54.71184,-135.21632,13.78629,5.69522,-2.14767,-10.57191,-1.61541,2.19499,-6.8236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
204,2024-10-04,16:09:02,1,2,"Reigert, Jake",10156932,Right,OLE_REB,"Humphrey, Isaac",804253,Left,OLE_REB,Undefined,7,Top,0,1,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,0,89.17971,-0.640639,-2.738589,2114.393364,240.175477,2:00:00,5.53994,0.92174,6.63725,-23.1708,11.23201,17.5617,3.02184,-0.12389,80.95106,-5.052074,0.455684,0.422151,98.14867,-1.183419,40.594906,4298.386446,,,,49.54396,47.57682,40.030773,0.352419,-10.12756,6.45197,-0.74329,50,5.48707,5.53434,-129.53957,-2.10159,-17.05255,29.3531,-21.31034,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241004-OleMiss-Private-3,e0fea450-8294-11ef-a769-275f5e1cf003,89.28654,3.26312,,8.22865,,,,2.23329,3.26312,-0.00601,ffaa2003-b49c-4626-a0b7-548634c24fab,2024-10-04 0:00:00,21:09:02,2024-10-04T16:09:01.7063110-05:00,2024-10-04T21:09:01.7063110Z,GroundBall,v3,5322,,,"Smithwick, Campbell",805802,Right,OLE_REB,105ff798-bd79-43dc-9b21-589cf5d5fe7f,53.86417,-130.41224,14.67655,5.54013,-1.46804,-10.65517,-0.91536,6.04131,-8.52627,,2.24282,108.92103,-21.75487,,,,,,,3.26782,-3.15143,-17.40512,,,,,,,-0.00421,93.5821,-8.94532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,
125,2024-10-05,13:02:35,3,4,"McCausland, Will",823790,Right,OLE_REB,"Ferrigno, Jackson",10065321,Right,ALA_LIO,Undefined,4,Top,2,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,0,90.16972,-0.88273,-2.971971,2322.098171,211.670724,1:00:00,5.18921,0.80582,6.30554,-16.2478,18.19493,10.43737,3.02082,-1.06491,80.95239,-4.039937,-1.087577,0.422396,,,,,,,,,,,,-6.33126,10.06768,-0.592,50,5.1163,6.33952,-130.6631,-2.42257,-10.75598,31.97784,-15.07038,OLE_REB,ALA_LIO,OleMiss,TeamExclusive,Team,20241005-OleMiss-Private-4,ff054e40-8343-11ef-a9ef-f3d1a67e29af,89.23479,,,9.21733,,,,,,,af45c168-1609-45dd-8b48-f2d566c7b7ee,2024-10-05 0:00:00,18:02:35,2024-10-05T13:02:35.1786674-05:00,2024-10-05T18:02:35.1786674Z,,v3,5322,471594,,"Smithwick, Campbell",805802,Right,OLE_REB,417d9972-6522-4933-b8c3-7ff289741438,54.19033,-131.68463,15.98892,5.186,-1.94115,-7.53519,-0.8,6.68312,-5.37799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
63,2024-09-28,19:05:25,1,1,"Hooks, Walker",1000072347,Left,OLE_REB,"Smithwick, Campbell",805802,Left,OLE_REB,Undefined,3,Top,0,0,0,Slider,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,0,82.61733,-0.94391,2.52535,2213.813037,194.996671,12:30:00,6.24252,-1.41696,6.32348,-28.23876,11.70465,2.83028,3.01905,1.1462,76.43866,-6.218775,3.036786,0.454877,,,,,,,,,,,,-0.83366,6.70315,1.23114,50,6.15997,-5.39993,-120.07695,-2.79071,-1.22841,21.2391,-22.29686,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20240928-OleMiss-Private-1,86eb9e70-7df6-11ef-a769-275f5e1cf003,82.86294,,,6.17867,,,,,,,d559d892-e72d-449f-9889-a45788ef5a20,2024-09-29 0:00:00,0:05:25,2024-09-28T19:05:25.4652372-05:00,2024-09-29T00:05:25.4652372Z,,v3,5322,,,"Fawley, Austin",1000140327,Right,OLE_REB,642f72e5-a815-4059-99e6-425423eea45f,54.17657,-120.81344,10.61955,6.24333,-2.01754,-11.14843,1.41765,-5.35734,-0.61421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
279,2024-10-04,16:45:43,3,4,"Stinnett, Brady",10148256,Right,OLE_REB,"Moerman, Ryan",802466,Right,OLE_REB,Undefined,9,Top,2,2,1,Fastball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,0,87.49888,-0.402525,-0.987291,2369.511403,201.94646,12:45:00,5.39711,1.72978,6.83031,-24.1634,10.64249,3.8954,3.01627,1.15377,80.87533,-4.976469,-0.275451,0.424617,,,,,,,,,,,,-2.31043,6.06583,-1.66761,50,5.36217,2.05586,-127.41055,-1.55108,-3.83593,23.72415,-22.1032,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241004-OleMiss-Private-3,01328fc0-829a-11ef-a769-275f5e1cf003,88.76802,,,6.62354,,,,,,,ffaa2003-b49c-4626-a0b7-548634c24fab,2024-10-04 0:00:00,21:45:43,2024-10-04T16:45:43.2412870-05:00,2024-10-04T21:45:43.2412870Z,,v3,5322,,,"Smithwick, Campbell",805802,Right,OLE_REB,b482813b-029b-46d1-b45d-c568db74b147,53.6708,-128.09224,11.86208,5.39762,-0.91596,-11.0516,-1.72826,2.16608,-1.91796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
126,2024-10-12,15:08:13,4,1,"Elliott, Hunter",1000066425,Left,OLE_REB,"Moseley, Brett",1000196685,Left,OLE_REB,Undefined,4,Bottom,2,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,0,89.52365,-0.924765,3.099062,2266.438313,141.015864,10:45:00,5.27701,-2.51918,6.24203,-16.89127,18.03588,-13.57257,3.01508,-0.78887,80.6019,-4.191605,0.651508,0.425356,54.08482,55.192206,-143.115152,4616.200352,,,,130.28666,74.33534,-151.195509,3.512727,8.04335,10.0163,2.29472,50,5.1997,-6.47205,-129.78438,-2.5433,13.5107,31.00992,-15.34932,OLE_REB,OLE_PRA,OleMiss,TeamExclusive,Team,20241012-OleMiss-Private-2,b605a6d0-88d5-11ef-b396-cff24b165299,88.61377,53.63641,,8.92175,,,,0.84163,3.11179,0.74962,d8227ef7-9cdf-4983-8308-957416eb4637,2024-10-12 0:00:00,20:08:13,2024-10-12T15:08:13.0637102-05:00,2024-10-12T20:08:13.0637102Z,Popup,v3,5322,,,"Fawley, Austin",1000140327,Right,OLE_PRA,639b2981-1b3b-4238-ae35-3e149e272e1f,54.25683,-130.79753,15.50496,5.2746,-2.04181,-7.67466,2.51338,-6.91346,6.75535,39.77127,0.83484,-36.00037,-1.98703,4.03821,-3.45928,1.76837,-0.48863,0.06722,-0.00361,3.11618,64.95909,-23.19087,-0.41017,3.59303,-2.68905,0.98154,-0.17811,0.01273,0.75343,-27.26735,7.78056,-3.01303,0.33164,0.55476,-0.36541,0.08796,-0.00752,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,
