Date,playerId,playerFullName,PitchType,Vel,IndVertBrk,HorzBrk,Spin,Extension,RelH (ft),RelS (ft),norm_HorzBrk,norm_RelS,primary_fastball,Vel_primary,IndVertBrk_primary,norm_HorzBrk_primary,vel_diff,ivb_diff,hb_diff,predicted_xPitchRV/P,group_mean,group_std,CLASS+
2025-01-08,1000110608,"Morris, Mason",FC,89.16715,5.54768,-2.81689,2665.981948,6.00817,6.1685,1.21367,-2.81689,1.21367,4S,93.87783142857143,16.351757142857142,5.733782857142858,-4.710681428571419,-10.804077142857142,-8.550672857142857,0.014841260188314246,0.01129307469919809,0.007585897596312635,104.67734430114224
2025-01-08,1000110608,"Morris, Mason",4S,94.60136,17.8841,6.7265,2177.229486,6.44053,6.36587,1.16431,6.7265,1.16431,4S,93.87783142857143,16.351757142857142,5.733782857142858,0.7235285714285737,1.532342857142858,0.992717142857142,0.009109443680227177,0.0028173875412249826,0.007336215723822519,108.57670545124556
2025-01-08,1000110608,"Morris, Mason",4S,95.15952,17.51426,6.17788,2296.191531,6.20697,6.32,0.92041,6.17788,0.92041,4S,93.87783142857143,16.351757142857142,5.733782857142858,1.2816885714285746,1.162502857142858,0.4440971428571423,0.005761045849592808,0.0028173875412249826,0.007336215723822519,104.0125023843138
2025-01-08,1000110608,"Morris, Mason",FC,90.1686,5.34276,-1.63185,2607.559914,6.02577,6.25378,1.25547,-1.63185,1.25547,4S,93.87783142857143,16.351757142857142,5.733782857142858,-3.709231428571428,-11.008997142857142,-7.365632857142858,0.01557165581044278,0.01129307469919809,0.007585897596312635,105.64017778637617
2025-01-08,1000110608,"Morris, Mason",SL,85.27716,-5.03705,-4.46449,2579.62285,5.66997,6.35243,1.19687,-4.46449,1.19687,4S,93.87783142857143,16.351757142857142,5.733782857142858,-8.600671428571431,-21.388807142857143,-10.198272857142857,0.007094050344257558,0.0074131820252190065,0.007873758574086115,99.59468952729671
2025-01-08,1000110608,"Morris, Mason",FC,90.84536,7.67264,-3.11799,2673.168835,5.9464,6.37876,1.1189,-3.11799,1.1189,4S,93.87783142857143,16.351757142857142,5.733782857142858,-3.0324714285714265,-8.679117142857141,-8.851772857142858,0.015965839158579593,0.01129307469919809,0.007585897596312635,106.15980429481786
2025-01-08,1000110608,"Morris, Mason",4S,95.00253,15.68757,6.27721,2426.361009,6.3094,6.40076,0.99452,6.27721,0.99452,4S,93.87783142857143,16.351757142857142,5.733782857142858,1.124698571428567,-0.6641871428571431,0.5434271428571424,0.0010539313965337595,0.0028173875412249826,0.007336215723822519,97.59623188428765
2025-01-08,1000110608,"Morris, Mason",SL,85.83936,-6.91941,-1.77008,2701.554096,5.7269,6.40838,1.23103,-1.77008,1.23103,4S,93.87783142857143,16.351757142857142,5.733782857142858,-8.038471428571427,-23.27116714285714,-7.503862857142858,0.013531540542571968,0.0074131820252190065,0.007873758574086115,107.77056911230365
2025-01-08,1000110608,"Morris, Mason",4S,93.13604,17.43993,5.39886,2348.545419,6.49083,6.41869,0.93505,5.39886,0.93505,4S,93.87783142857143,16.351757142857142,5.733782857142858,-0.7417914285714318,1.0881728571428582,-0.33492285714285774,0.0012532743624049552,0.0028173875412249826,0.007336215723822519,97.86795639918144
2025-01-08,1000110608,"Morris, Mason",4S,93.61274,20.79619,2.43453,2369.235176,6.45055,6.46772,0.98954,2.43453,0.98954,4S,93.87783142857143,16.351757142857142,5.733782857142858,-0.26509142857142365,4.444432857142857,-3.2992528571428577,0.01032618200769604,0.0028173875412249826,0.007336215723822519,110.23524218636065
2025-01-08,1000110608,"Morris, Mason",SL,85.86662,-6.09823,-7.65957,2670.11151,5.62589,6.4589,1.06043,-7.65957,1.06043,4S,93.87783142857143,16.351757142857142,5.733782857142858,-8.011211428571428,-22.449987142857143,-13.393352857142858,0.015278832120323578,0.0074131820252190065,0.007873758574086115,109.9897018953461
2025-01-08,1000110608,"Morris, Mason",4S,94.96674,16.19119,3.9228,2323.323804,6.49585,6.358,1.01598,3.9228,1.01598,4S,93.87783142857143,16.351757142857142,5.733782857142858,1.0889085714285756,-0.16056714285714335,-1.8109828571428577,0.003864009008684515,0.0028173875412249826,0.007336215723822519,101.42665034243866
2025-01-08,1000110608,"Morris, Mason",SI,93.21906,10.18473,14.58981,2203.133312,6.31725,6.48399,0.91585,14.58981,0.91585,4S,93.87783142857143,16.351757142857142,5.733782857142858,-0.658771428571427,-6.167027142857142,8.856027142857142,0.007095355006797479,-0.00026885995855347106,0.00727882325362061,110.11731527027787
2025-01-08,1000110608,"Morris, Mason",4S,95.31427,14.6241,1.98547,2381.569768,6.59484,6.34661,1.03436,1.98547,1.03436,4S,93.87783142857143,16.351757142857142,5.733782857142858,1.4364385714285675,-1.727657142857142,-3.7483128571428574,0.00403087049378201,0.0028173875412249826,0.007336215723822519,101.65409933164389
2025-01-08,1000110608,"Morris, Mason",CH,88.11014,11.44634,17.20773,2068.978438,6.08428,6.28722,1.29918,17.20773,1.29918,4S,93.87783142857143,16.351757142857142,5.733782857142858,-5.767691428571425,-4.905417142857143,11.473947142857144,0.0003199396323792425,0.005730213940822945,0.009439826183703717,94.26867168615495
2025-01-08,1000110608,"Morris, Mason",SL,86.4323,-6.23615,-12.56233,2617.811475,5.755,6.18206,1.26874,-12.56233,1.26874,4S,93.87783142857143,16.351757142857142,5.733782857142858,-7.445531428571428,-22.58790714285714,-18.29611285714286,0.008565464027378443,0.0074131820252190065,0.007873758574086115,101.46344594048361
